File,Window_Sec,Window_Index,Binarization,LZC_Normalized,LZC_Custom,Variance,SNR,Binary_Balance
P001-2-trimmed.mat,4,0,adaptive,0.009724338213496565,0.0016207230355827608,0.35254845,-1.1096059,0.481375
P001-2-trimmed.mat,4,1,median,0.008103615177913805,0.0016207230355827608,0.2907325,-1.2284167,0.5
P001-2-trimmed.mat,4,1,mean,0.008103615177913805,0.0016207230355827608,0.2907325,-1.2284167,0.512875
P001-2-trimmed.mat,4,1,adaptive,0.009724338213496565,0.0016207230355827608,0.2907325,-1.2284167,0.500625
P001-2-trimmed.mat,4,2,median,0.014586507320244848,0.0016207230355827608,0.5694037,-1.1530628,0.499625
P001-2-trimmed.mat,4,2,mean,0.011345061249079327,0.0016207230355827608,0.5694037,-1.1530628,0.451625
P001-2-trimmed.mat,4,2,adaptive,0.009724338213496565,0.0016207230355827608,0.5694037,-1.1530628,0.4365
P001-2-trimmed.mat,4,3,median,0.01782795339141037,0.0016207230355827608,0.12058438,-2.9868608,0.49975
P001-2-trimmed.mat,4,3,mean,0.014586507320244848,0.0016207230355827608,0.12058438,-2.9868608,0.58675
P001-2-trimmed.mat,4,3,adaptive,0.011345061249079327,0.0016207230355827608,0.12058438,-2.9868608,0.572375
P001-2-trimmed.mat,4,4,median,0.38735280550427986,0.0016207230355827608,0.015431585,-0.06483951,0.494125
P001-2-trimmed.mat,4,4,mean,0.027552291604906937,0.0016207230355827608,0.015431585,-0.06483951,0.82275
P001-2-trimmed.mat,4,4,adaptive,0.024310845533741413,0.0016207230355827608,0.015431585,-0.06483951,0.81075
P001-2-trimmed.mat,10,0,median,0.01143016990363956,0.0007143856189774725,0.29428306,-1.2834772,0.49995
P001-2-trimmed.mat,10,0,mean,0.012858941141594504,0.0007143856189774725,0.29428306,-1.2834772,0.52175
P001-2-trimmed.mat,10,0,adaptive,0.01143016990363956,0.0007143856189774725,0.29428306,-1.2834772,0.512
P001-2-trimmed.mat,10,1,median,0.38576823424783513,0.0007143856189774725,0.00042002383,1.8656262,0.495
P001-2-trimmed.mat,10,1,mean,0.35004895329896146,0.0007143856189774725,0.00042002383,1.8656262,0.6272
P001-2-trimmed.mat,10,1,adaptive,0.37433806434419553,0.0007143856189774725,0.00042002383,1.8656262,0.5725
P001-2-trimmed.mat,10,2,median,0.4393471556711455,0.0007143856189774725,0.0017918554,0.54963565,0.49845
P001-2-trimmed.mat,10,2,mean,0.27146653521143954,0.0007143856189774725,0.0017918554,0.54963565,0.7915
P001-2-trimmed.mat,10,2,adaptive,0.38219630615294775,0.0007143856189774725,0.0017918554,0.54963565,0.6639
P001-2-trimmed.mat,10,3,median,0.016430869236481866,0.0007143856189774725,0.33887196,-0.7849675,0.4999
P001-2-trimmed.mat,10,3,mean,0.008572627427729669,0.0007143856189774725,0.33887196,-0.7849675,0.61585
P001-2-trimmed.mat,10,3,adaptive,0.008572627427729669,0.0007143856189774725,0.33887196,-0.7849675,0.59905
P001-2-trimmed.mat,10,4,median,0.009287013046707142,0.0007143856189774725,0.33172086,-1.184794,0.49995
P001-2-trimmed.mat,10,4,mean,0.008572627427729669,0.0007143856189774725,0.33172086,-1.184794,0.49715
P001-2-trimmed.mat,10,4,adaptive,0.009287013046707142,0.0007143856189774725,0.33172086,-1.184794,0.48655
P001-2-trimmed.mat,20,0,median,0.009554820237218405,0.00038219280948873624,0.35678068,-1.2197803,0.499925
P001-2-trimmed.mat,20,0,mean,0.008408241808752197,0.00038219280948873624,0.35678068,-1.2197803,0.504125
P001-2-trimmed.mat,20,0,adaptive,0.008408241808752197,0.00038219280948873624,0.35678068,-1.2197803,0.491875
P001-2-trimmed.mat,20,1,median,0.034779545663475,0.00038219280948873624,0.24042973,-1.9658142,0.499275
P001-2-trimmed.mat,20,1,mean,0.03133981037807637,0.00038219280948873624,0.24042973,-1.9658142,0.41985
P001-2-trimmed.mat,20,1,adaptive,0.017580869236481868,0.00038219280948873624,0.24042973,-1.9658142,0.3622
